DATE,VALUE
2021-11-29 06:43:14,75.96412300
2021-11-29 06:23:14,76.19767400
2021-11-29 06:03:14,76.15565300
2021-11-29 05:43:14,76.26821700
2021-11-29 05:23:13,76.29826100
2021-11-29 05:03:14,76.16468700
2021-11-29 04:43:14,76.01984600
2021-11-29 04:23:14,75.98655400
2021-11-29 04:03:14,75.73331200
2021-11-29 03:43:14,75.79664800
2021-11-29 03:23:14,75.79218200
2021-11-29 03:03:14,75.79573400
2021-11-29 02:43:14,75.80070800
2021-11-29 02:23:14,75.84384500
2021-11-29 02:03:14,76.00320000
2021-11-29 01:43:14,76.04633800
2021-11-29 01:23:14,76.08287800
2021-11-29 01:03:14,76.17991200
2021-11-29 00:43:14,76.30323400
2021-11-29 00:23:14,76.71499000
2021-11-29 00:03:14,76.71499000
2021-11-28 23:43:14,76.71499000
2021-11-28 23:23:14,76.71499000
2021-11-28 23:03:14,76.71499000
2021-11-28 22:43:14,76.71499000
2021-11-28 22:23:14,76.71499000
2021-11-28 22:03:14,76.71499000
2021-11-28 21:43:14,76.75095100
2021-11-28 21:23:14,76.75095100
2021-11-28 21:03:14,76.75095100
2021-11-28 20:43:14,76.75095100
2021-11-28 20:23:14,76.75095100
2021-11-28 20:03:14,76.68832500
2021-11-28 19:43:14,76.68832500
2021-11-28 19:23:14,76.68832500
2021-11-28 19:03:14,76.68832500
2021-11-28 18:43:14,76.68832500
2021-11-28 18:23:14,76.68832500
2021-11-28 18:03:14,76.68832500
2021-11-28 17:43:14,76.68832500
2021-11-28 17:23:13,76.68832500
2021-11-28 17:03:14,76.68832500
2021-11-28 16:43:14,76.68832500
2021-11-28 16:23:14,76.68832500
2021-11-28 16:03:14,76.68832500
2021-11-28 15:43:14,76.68832500
2021-11-28 15:23:13,76.68832500
2021-11-28 15:03:14,76.68832500
2021-11-28 14:43:14,76.68832500
2021-11-28 14:23:14,76.68832500
2021-11-28 14:03:14,76.68832500
2021-11-28 13:43:14,76.68832500
2021-11-28 13:23:14,76.68832500
2021-11-28 13:03:14,76.68832500
2021-11-28 12:43:14,76.68832500
2021-11-28 12:23:14,76.68832500
2021-11-28 12:03:14,76.68832500
2021-11-28 11:43:14,76.68832500
2021-11-28 11:23:14,76.68832500
2021-11-28 11:03:14,76.68832500
2021-11-28 10:43:14,76.68832500
2021-11-28 10:23:14,76.68832500
2021-11-28 10:03:14,76.68832500
2021-11-28 09:43:13,76.68832500
2021-11-28 09:23:14,76.68832500
2021-11-28 09:03:14,76.68832500
2021-11-28 08:43:13,76.68832500
2021-11-28 08:23:14,76.68832500
2021-11-28 08:03:14,76.68832500
2021-11-28 07:43:14,76.68832500
2021-11-28 07:23:14,76.68832500
2021-11-28 07:03:14,76.68832500
2021-11-28 06:43:14,76.68832500
2021-11-28 06:23:14,76.68832500
2021-11-28 06:03:14,76.68832500
2021-11-28 05:43:14,76.68832500
2021-11-28 05:23:14,76.68832500
2021-11-28 05:03:14,76.68832500
2021-11-28 04:43:14,76.68832500
2021-11-28 04:23:13,76.68832500
2021-11-28 04:03:14,76.68832500
2021-11-28 03:43:15,76.68832500
2021-11-28 03:23:14,76.68832500
2021-11-28 03:03:14,76.68832500
2021-11-28 02:43:14,76.68832500
2021-11-28 02:23:14,76.68832500
2021-11-28 02:03:14,76.68832500
2021-11-28 01:43:14,76.68832500
2021-11-28 01:23:14,76.68832500
2021-11-28 01:03:14,76.68832500
2021-11-28 00:43:14,76.68832500
2021-11-28 00:23:14,76.68832500
2021-11-28 00:03:14,76.68832500
2021-11-27 23:43:14,76.68832500
2021-11-27 23:23:14,76.68832500
2021-11-27 23:03:14,76.68832500
2021-11-27 22:43:14,76.68832500
2021-11-27 22:23:13,76.68832500
2021-11-27 22:03:14,76.68832500
2021-11-27 21:43:14,76.68832500
2021-11-27 21:23:14,76.68832500
2021-11-27 21:03:14,76.68832500
2021-11-27 20:43:13,76.68832500
2021-11-27 20:23:13,76.68832500
2021-11-27 20:03:14,76.68832500
2021-11-27 19:43:14,76.68832500
2021-11-27 19:23:14,76.68832500
2021-11-27 19:03:14,76.68832500
2021-11-27 18:43:13,76.68832500
2021-11-27 18:23:13,76.68832500
2021-11-27 18:03:14,76.68832500
2021-11-27 17:43:14,76.68832500
2021-11-27 17:23:14,76.68832500
2021-11-27 17:03:14,76.68832500
2021-11-27 16:43:13,76.68832500
2021-11-27 16:23:14,76.68832500
2021-11-27 16:03:13,76.68832500
2021-11-27 15:43:13,76.68832500
2021-11-27 15:23:13,76.68832500
2021-11-27 15:03:14,76.68832500
2021-11-27 14:43:14,76.68832500
2021-11-27 14:23:14,76.68832500
2021-11-27 14:03:14,76.68832500
2021-11-27 13:43:14,76.68832500
2021-11-27 13:23:14,76.68832500
2021-11-27 13:03:14,76.68832500
2021-11-27 12:43:14,76.68832500
2021-11-27 12:23:14,76.68832500
2021-11-27 12:03:14,76.68832500
2021-11-27 11:43:14,76.68832500
2021-11-27 11:23:14,76.68832500
2021-11-27 11:03:14,76.68832500
2021-11-27 10:43:14,76.68832500
2021-11-27 10:23:13,76.68832500
2021-11-27 10:03:14,76.68832500
2021-11-27 09:43:14,76.68832500
2021-11-27 09:23:14,76.68832500
2021-11-27 09:03:14,76.68832500
2021-11-27 08:43:14,76.68832500
2021-11-27 08:23:14,76.68832500
2021-11-27 08:03:13,76.68832500
2021-11-27 07:43:14,76.68832500
2021-11-27 07:23:14,76.68832500
2021-11-27 07:03:14,76.68832500
2021-11-27 06:43:14,76.68832500
2021-11-27 06:23:14,76.68832500
2021-11-27 06:03:14,76.68832500
2021-11-27 05:43:14,76.68832500
2021-11-27 05:23:14,76.68832500
2021-11-27 05:03:14,76.68832500
2021-11-27 04:43:14,76.68832500
2021-11-27 04:23:14,76.68832500
2021-11-27 04:03:13,76.68832500
2021-11-27 03:43:13,76.68832500
2021-11-27 03:23:14,76.68832500
2021-11-27 03:03:14,76.68832500
2021-11-27 02:43:14,76.68832500
2021-11-27 02:23:14,76.68832500
2021-11-27 02:03:13,76.68832500
2021-11-27 01:43:14,76.68832500
2021-11-27 01:23:14,76.68832500
2021-11-27 01:03:14,76.68832500
2021-11-27 00:43:14,76.68832500
2021-11-27 00:23:14,76.68832500
2021-11-27 00:03:14,76.68832500
2021-11-26 23:43:14,76.68832500
2021-11-26 23:23:13,76.68832500
2021-11-26 23:03:14,76.68832500
2021-11-26 22:43:14,76.68832500
2021-11-26 22:23:14,76.68832500
2021-11-26 22:03:14,76.68832500
2021-11-26 21:43:14,76.68832500
2021-11-26 21:23:14,76.68832500
2021-11-26 21:03:13,76.63310900
2021-11-26 20:43:14,76.72537300
2021-11-26 20:23:14,76.70040400
2021-11-26 20:03:14,76.72151600
2021-11-26 19:43:14,76.73938000
2021-11-26 19:23:14,76.75470600
2021-11-26 19:03:14,76.75084900
2021-11-26 18:43:14,76.78759200
2021-11-26 18:23:14,76.76171000
2021-11-26 18:03:14,76.74171400
2021-11-26 17:43:14,76.61220000
2021-11-26 17:23:13,76.66741600
2021-11-26 17:03:13,76.78647600
2021-11-26 16:43:14,76.84392500
2021-11-26 16:23:14,76.76881500
2021-11-26 16:03:14,76.68426500
2021-11-26 15:43:14,76.66350900
2021-11-26 15:23:14,76.62353500
2021-11-26 15:03:14,76.44903900
2021-11-26 14:43:13,76.58581000
2021-11-26 14:23:14,76.56348000
2021-11-26 14:03:14,76.48431000
2021-11-26 13:43:13,76.37255900
2021-11-26 13:23:14,76.47888000
2021-11-26 13:03:14,76.37570500
2021-11-26 12:43:15,76.42493300
2021-11-26 12:23:13,76.64366500
2021-11-26 12:03:13,76.67964700
2021-11-26 11:43:14,76.72283500
2021-11-26 11:23:14,76.67208500
2021-11-26 11:03:14,76.64823300
2021-11-26 10:43:14,76.50296100
2021-11-26 10:23:14,76.62387300
2021-11-26 10:03:14,76.92126800
2021-11-26 09:43:14,76.92025300
2021-11-26 09:23:14,76.83727700
2021-11-26 09:03:14,76.77688400
2021-11-26 08:43:13,76.87508500
2021-11-26 08:23:14,76.91010300
2021-11-26 08:03:14,76.82259300
2021-11-26 07:43:14,76.55405800
2021-11-26 07:23:14,76.60509500
2021-11-26 07:03:14,76.60377600
2021-11-26 06:43:14,76.57286900
2021-11-26 06:23:14,76.46761400
2021-11-26 06:03:14,76.62245200
2021-11-26 05:43:14,76.63219600
2021-11-26 05:23:14,76.56906300
2021-11-26 05:03:14,76.71994300
2021-11-26 04:43:14,76.75359000
2021-11-26 04:23:14,76.32800000
2021-11-26 04:03:14,76.13220700
2021-11-26 03:43:14,76.12124500
2021-11-26 03:23:14,76.10936900
2021-11-26 03:03:14,76.12063600
2021-11-26 02:43:14,76.05722000
2021-11-26 02:23:13,75.97579500
2021-11-26 02:03:14,75.93468800
2021-11-26 01:43:14,75.93458600
2021-11-26 01:23:14,75.92200000
2021-11-26 01:03:14,75.89084000
2021-11-26 00:43:14,75.88343000
2021-11-26 00:23:14,75.70479000
2021-11-26 00:03:13,75.68175000
2021-11-25 23:43:14,75.70783500
2021-11-25 23:23:14,75.70062900
2021-11-25 23:03:14,75.68875300
2021-11-25 22:43:14,75.67383300
2021-11-25 22:23:14,75.67383300
2021-11-25 22:03:14,75.81643500
2021-11-25 21:43:14,75.79360300
2021-11-25 21:23:13,75.79624200
2021-11-25 21:03:14,75.78700500
2021-11-25 20:43:14,75.80405700
2021-11-25 20:23:14,75.80689900
2021-11-25 20:03:13,75.79208000
2021-11-25 19:43:14,75.79218200
2021-11-25 19:23:14,75.81146700
2021-11-25 19:03:13,75.79746000
2021-11-25 18:43:14,75.78974600
2021-11-25 18:23:14,75.78050900
2021-11-25 18:03:14,75.78791900
2021-11-25 17:43:14,75.81501900
2021-11-25 17:23:13,75.80578300
2021-11-25 17:03:13,75.81451200
2021-11-25 16:43:14,75.80953800
2021-11-25 16:23:14,75.81085800
2021-11-25 16:03:14,75.80791400
2021-11-25 15:43:14,75.77032600
2021-11-25 15:23:14,75.81644000
2021-11-25 15:03:14,75.82009400
2021-11-25 14:43:14,75.85399500
2021-11-25 14:23:14,75.80679800
2021-11-25 14:03:14,75.82050000
2021-11-25 13:43:14,75.85049400
2021-11-25 13:23:14,75.86257200
2021-11-25 13:03:14,75.87480300
2021-11-25 12:43:14,75.77902000
2021-11-25 12:23:14,75.74031500
2021-11-25 12:03:14,75.78741100
2021-11-25 11:43:14,75.75706300
2021-11-25 11:23:14,75.76325400
2021-11-25 11:03:14,75.73524000
2021-11-25 10:43:14,75.71747800
2021-11-25 10:23:13,75.67307200
2021-11-25 10:03:14,75.64592000
2021-11-25 09:43:14,75.72838900
2021-11-25 09:23:14,75.78649800
2021-11-25 09:03:14,75.71544800
2021-11-25 08:43:13,75.67992300
2021-11-25 08:23:14,75.79065900
2021-11-25 08:03:14,75.66759800
2021-11-25 07:43:14,75.67307200
2021-11-25 07:23:14,75.74945000
2021-11-25 07:03:14,75.80527500
2021-11-25 06:43:14,75.78731000
2021-11-25 06:23:14,75.76056500
2021-11-25 06:03:14,75.79451600
2021-11-25 05:43:13,75.81024900
2021-11-25 05:23:14,75.86272400
2021-11-25 05:03:14,75.82588000
2021-11-25 04:43:14,75.86333300
2021-11-25 04:23:14,75.87693400
2021-11-25 04:03:14,75.94464300
2021-11-25 03:43:14,75.99751600
2021-11-25 03:23:14,76.00340300
2021-11-25 03:03:13,76.01659800
2021-11-25 02:43:14,76.02258700
2021-11-25 02:23:13,76.00482400
2021-11-25 02:03:14,76.00117000
2021-11-25 01:43:14,75.99579100
2021-11-25 01:23:14,76.05770600
2021-11-25 01:03:14,76.02532700
2021-11-25 00:43:14,76.09485500
2021-11-25 00:23:14,76.09049000
2021-11-25 00:03:13,76.09252000
2021-11-24 23:43:14,76.10673000
2021-11-24 23:23:14,76.10673000
2021-11-24 23:03:14,76.08034000
2021-11-24 22:43:14,76.09607300
2021-11-24 22:23:14,75.97721600
2021-11-24 22:03:14,76.10505300
2021-11-24 21:43:14,76.08572000
2021-11-24 21:23:14,76.09810300
2021-11-24 21:03:14,76.11028300
2021-11-24 20:43:14,76.10114800
2021-11-24 20:23:14,76.09028700
2021-11-24 20:03:14,76.09231700
2021-11-24 19:43:14,76.09708800
2021-11-24 19:23:14,76.10165500
2021-11-24 19:03:14,76.13992100
2021-11-24 18:43:14,76.08287800
2021-11-24 18:23:14,76.06562300
2021-11-24 18:03:13,76.05750300
2021-11-24 17:43:14,76.08668400
2021-11-24 17:23:13,76.11292200
2021-11-24 17:03:14,76.06521700
2021-11-24 16:43:14,76.07912200
2021-11-24 16:23:14,76.12961900
2021-11-24 16:03:14,76.10267000
2021-11-24 15:43:14,76.05902500
2021-11-24 15:23:13,75.95042000
2021-11-24 15:03:14,75.91020800
2021-11-24 14:43:14,75.99139300
2021-11-24 14:23:14,76.05674200
2021-11-24 14:03:14,76.02756000
2021-11-24 13:43:14,76.00563600
2021-11-24 13:23:14,75.87987800
2021-11-24 13:03:14,75.99076700
2021-11-24 12:43:14,75.92724500
2021-11-24 12:23:14,75.81821700
2021-11-24 12:03:14,75.72864300
2021-11-24 11:43:14,75.72559800
2021-11-24 11:23:14,75.78827400
2021-11-24 11:03:14,75.79309500
2021-11-24 10:43:14,75.68347500
2021-11-24 09:43:15,75.58502000
2021-11-24 09:23:13,75.54543500
2021-11-24 09:03:14,75.57690000
2021-11-24 08:43:13,75.44221000
2021-11-24 08:23:14,75.26072800
2021-11-24 08:03:14,75.37105800
2021-11-24 07:43:13,75.60352700
2021-11-24 07:23:13,75.59923000
2021-11-24 07:03:14,75.42109800
2021-11-24 06:43:13,75.42810100
2021-11-24 06:23:14,75.40820700
2021-11-24 06:03:14,75.39298200
2021-11-24 05:43:14,75.36141600
2021-11-24 05:23:14,75.39978300
2021-11-24 05:03:14,75.38496400
2021-11-24 04:43:14,75.44413800
2021-11-24 04:23:14,75.45134500
2021-11-24 04:03:13,75.38212200
2021-11-24 03:43:14,75.37075400
2021-11-24 03:23:14,75.35755900
2021-11-24 03:03:14,75.35512300
2021-11-24 02:43:14,75.31949600
2021-11-24 02:23:14,75.33066100
2021-11-24 02:03:14,75.33401100
2021-11-24 01:43:14,75.33888300
2021-11-24 01:23:14,75.31553800
2021-11-24 01:03:14,75.34050700
2021-11-24 00:43:14,75.34142000
2021-11-24 00:23:14,75.40161000
2021-11-24 00:03:14,75.42109800
2021-11-23 23:43:14,75.41084600
2021-11-23 23:23:14,75.41906800
2021-11-23 23:03:13,75.40475600
2021-11-23 22:43:14,75.45855100
2021-11-23 22:23:14,75.42465000
2021-11-23 22:03:14,75.57992700
2021-11-23 21:43:14,75.35867500
2021-11-23 21:23:14,75.35410800
2021-11-23 21:03:14,75.49021900
2021-11-23 20:43:14,75.42322900
2021-11-23 20:23:14,75.43236400
2021-11-23 20:03:14,75.37582900
2021-11-23 19:43:14,75.38161400
2021-11-23 19:23:14,75.37075400
2021-11-23 19:03:14,75.37055100
2021-11-23 18:43:14,75.47347200
2021-11-23 18:23:14,75.38547100
2021-11-23 18:03:14,75.45307000
2021-11-23 17:43:14,75.27930200
2021-11-23 17:23:14,75.36628800
2021-11-23 17:03:14,75.73057100
2021-11-23 16:43:14,75.98929500
2021-11-23 16:23:14,76.11018100
2021-11-23 16:03:14,76.14969800
2021-11-23 15:43:14,76.18590000
2021-11-23 15:23:13,76.09356900
2021-11-23 15:03:14,76.03060500
2021-11-23 14:43:14,76.01203100
2021-11-23 14:23:14,75.78741100
2021-11-23 14:03:14,76.00137300
2021-11-23 13:43:14,76.21178300
2021-11-23 13:23:14,76.18310900
2021-11-23 13:03:14,76.28181800
2021-11-23 12:43:13,76.09861000
2021-11-23 12:23:13,76.06176600
2021-11-23 12:03:14,75.98574200
2021-11-23 11:43:13,76.06308500
2021-11-23 11:23:14,76.09911800
2021-11-23 11:03:14,76.04278500
2021-11-23 10:43:14,76.05978700
2021-11-23 10:23:14,76.01335000
2021-11-23 10:03:14,76.02756000
2021-11-23 09:43:14,75.91134300
2021-11-23 09:23:14,76.11789500
2021-11-23 09:03:14,76.06308500
2021-11-23 08:43:14,76.10926800
2021-11-23 08:23:14,76.03466500
2021-11-23 08:03:14,75.85145800
2021-11-23 07:43:14,75.96767500
2021-11-23 07:23:14,75.79877900
2021-11-23 07:03:14,75.87639400
2021-11-23 06:43:14,75.96848700
2021-11-23 06:23:14,76.04430800
2021-11-23 06:03:14,76.01700400
2021-11-23 05:43:14,75.96666000
2021-11-23 05:23:14,75.93986400
2021-11-23 05:03:16,75.93621000
2021-11-23 04:43:14,75.96392000
2021-11-23 04:23:15,75.99670400
2021-11-23 04:03:13,76.12621800
2021-11-23 03:43:14,76.09759500
2021-11-23 03:23:13,76.11485000
2021-11-23 03:03:14,76.12469600
2021-11-23 02:43:14,76.11383500
2021-11-23 02:23:13,76.12489900
2021-11-23 02:03:14,76.12621800
2021-11-23 01:43:14,76.13565800
2021-11-23 01:23:13,76.11738800
2021-11-23 01:03:14,76.13271400
2021-11-23 00:43:14,76.12469600
2021-11-23 00:23:14,76.12977100
2021-11-23 00:03:13,76.13048100
2021-11-22 23:43:14,76.12043300
2021-11-22 23:23:13,76.10013300
2021-11-22 23:03:14,75.94087900
2021-11-22 22:43:14,75.92301500
2021-11-22 22:23:14,75.91337300
2021-11-22 22:03:14,76.07359400
2021-11-22 21:43:14,76.14783800
2021-11-22 21:23:14,76.15605900
2021-11-22 21:03:14,76.18539300
2021-11-22 20:43:13,75.92535000
2021-11-22 20:23:14,75.96818300
2021-11-22 20:03:14,76.00066300
2021-11-22 19:43:14,75.99223800
2021-11-22 19:23:13,76.09515900
2021-11-22 19:03:14,76.12154900
2021-11-22 18:43:14,76.08622700
2021-11-22 18:23:13,76.08988100
2021-11-22 18:03:14,76.07445300
2021-11-22 17:43:14,76.05496500
2021-11-22 17:23:14,75.97478000
2021-11-22 17:03:14,76.06257800
2021-11-22 16:43:13,76.09779800
2021-11-22 16:23:14,76.12824800
2021-11-22 16:03:14,76.10453100
2021-11-22 15:43:14,75.98894000
2021-11-22 15:23:14,75.92428400
2021-11-22 15:03:14,75.92352300
2021-11-22 14:43:14,75.99203500
2021-11-22 14:23:14,75.94869500
2021-11-22 14:03:14,75.73574800
2021-11-22 13:43:14,75.80730500
2021-11-22 13:23:14,76.06892200
2021-11-22 13:03:14,75.87987800
2021-11-22 12:43:14,75.55264200
2021-11-22 12:23:14,75.60126000
2021-11-22 12:03:14,75.53589400
2021-11-22 11:43:14,75.40140700
2021-11-22 11:23:15,75.29980500
2021-11-22 11:03:14,75.30569200
2021-11-22 10:43:14,75.33761400
2021-11-22 10:23:14,75.29523800
2021-11-22 10:03:14,75.19830500
2021-11-22 09:43:14,75.30792500
2021-11-22 09:23:14,75.19323000
2021-11-22 09:03:14,75.13461400
2021-11-22 08:43:14,74.94201800
2021-11-22 08:23:14,74.64708400
2021-11-22 08:03:14,74.53373400
2021-11-22 07:43:13,74.45475000
2021-11-22 07:23:14,74.41066500
2021-11-22 07:03:14,74.61950200
2021-11-22 06:43:14,74.50419800
2021-11-22 06:23:13,74.50323300
2021-11-22 06:03:13,74.49389500
2021-11-22 05:43:14,74.53348000
2021-11-22 05:23:13,74.56626500
2021-11-22 05:03:13,74.45796400
2021-11-22 04:43:14,74.44395700
2021-11-22 04:23:14,74.42731100
2021-11-22 04:03:14,74.52008200
2021-11-22 03:43:14,74.52688300
2021-11-22 03:23:14,74.54170200
2021-11-22 03:03:14,74.54972000
2021-11-22 02:43:14,74.52871000
2021-11-22 02:23:14,74.40356000
2021-11-22 02:03:14,74.53459700
2021-11-22 01:43:14,74.50810500
2021-11-22 01:23:14,74.61620300
2021-11-22 01:03:14,74.61620300
2021-11-22 00:43:14,74.57255800
2021-11-22 00:23:14,74.58628900
2021-11-22 00:03:14,74.58628900
2021-11-21 23:43:14,74.58628900
2021-11-21 23:23:13,74.58628900
2021-11-21 23:03:14,74.58628900
2021-11-21 22:43:14,74.58628900
2021-11-21 22:23:14,74.58628900
2021-11-21 22:03:14,74.58628900
2021-11-21 21:43:14,74.66137000
2021-11-21 21:23:15,74.66137000
2021-11-21 21:03:14,74.66137000
2021-11-21 20:43:14,74.66137000
2021-11-21 20:23:14,74.66137000
2021-11-21 20:03:14,74.62127800
2021-11-21 19:43:13,74.62127800
2021-11-21 19:23:14,74.62127800
2021-11-21 19:03:14,74.62127800
2021-11-21 18:43:14,74.62127800
2021-11-21 18:23:14,74.62127800
2021-11-21 18:03:14,74.62127800
2021-11-21 17:43:13,74.62127800
2021-11-21 17:23:13,74.62127800
2021-11-21 17:03:13,74.62127800
2021-11-21 16:43:14,74.62127800
2021-11-21 16:23:13,74.62127800
2021-11-21 16:03:14,74.62127800
2021-11-21 15:43:14,74.62127800
2021-11-21 15:23:14,74.62127800
2021-11-21 15:03:13,74.62127800
2021-11-21 14:43:14,74.62127800
2021-11-21 14:23:14,74.62127800
2021-11-21 14:03:14,74.62127800
2021-11-21 13:43:14,74.62127800
2021-11-21 13:23:14,74.62127800
2021-11-21 13:03:14,74.62127800
2021-11-21 12:43:13,74.62127800
2021-11-21 12:23:14,74.62127800
2021-11-21 12:03:14,74.62127800
2021-11-21 11:43:14,74.62127800
2021-11-21 11:23:13,74.62127800
2021-11-21 11:03:14,74.62127800
2021-11-21 10:43:14,74.62127800
2021-11-21 10:23:13,74.62127800
2021-11-21 10:03:14,74.62127800
2021-11-21 09:43:13,74.62127800
2021-11-21 09:23:14,74.62127800
2021-11-21 09:03:14,74.62127800
2021-11-21 08:43:14,74.62127800
2021-11-21 08:23:14,74.62127800
2021-11-21 08:03:14,74.62127800
2021-11-21 07:43:13,74.62127800
2021-11-21 07:23:14,74.62127800
2021-11-21 07:03:14,74.62127800
2021-11-21 06:43:14,74.62127800
2021-11-21 06:23:14,74.62127800
2021-11-21 06:03:14,74.62127800
2021-11-21 05:43:14,74.62127800
2021-11-21 05:23:14,74.62127800
2021-11-21 05:03:14,74.62127800
2021-11-21 04:43:14,74.62127800
2021-11-21 04:23:14,74.62127800
2021-11-21 04:03:14,74.62127800
2021-11-21 03:43:13,74.62127800
2021-11-21 03:23:14,74.62127800
2021-11-21 03:03:13,74.62127800
2021-11-21 02:43:14,74.62127800
2021-11-21 02:23:13,74.62127800
2021-11-21 02:03:14,74.62127800
2021-11-21 01:43:14,74.62127800
2021-11-21 01:23:14,74.62127800
2021-11-21 01:03:13,74.62127800
2021-11-21 00:43:14,74.62127800
2021-11-21 00:23:14,74.62127800
2021-11-21 00:03:14,74.62127800
2021-11-20 23:43:14,74.62127800
2021-11-20 23:23:14,74.62127800
2021-11-20 23:03:13,74.62127800
2021-11-20 22:43:14,74.62127800
2021-11-20 22:23:14,74.62127800
2021-11-20 22:03:14,74.62127800
2021-11-20 21:43:14,74.62127800
2021-11-20 21:23:13,74.62127800
2021-11-20 21:03:13,74.62127800
2021-11-20 20:43:14,74.62127800
2021-11-20 20:23:14,74.62127800
2021-11-20 20:03:13,74.62127800
2021-11-20 19:43:13,74.62127800
2021-11-20 19:23:14,74.62127800
2021-11-20 19:03:13,74.62127800
2021-11-20 18:43:13,74.62127800
2021-11-20 18:23:14,74.62127800
2021-11-20 18:03:14,74.62127800
2021-11-20 17:43:14,74.62127800
2021-11-20 17:23:14,74.62127800
2021-11-20 17:03:14,74.62127800
2021-11-20 16:43:14,74.62127800
2021-11-20 16:23:14,74.62127800
2021-11-20 16:03:14,74.62127800
2021-11-20 15:43:13,74.62127800
2021-11-20 15:23:14,74.62127800
2021-11-20 15:03:13,74.62127800
2021-11-20 14:43:14,74.62127800
2021-11-20 14:23:14,74.62127800
2021-11-20 14:03:13,74.62127800
2021-11-20 13:43:14,74.62127800
2021-11-20 13:23:14,74.62127800
2021-11-20 13:03:14,74.62127800
2021-11-20 12:43:14,74.62127800
2021-11-20 12:23:14,74.62127800
2021-11-20 12:03:14,74.62127800
2021-11-20 11:43:14,74.62127800
2021-11-20 11:23:14,74.62127800
2021-11-20 11:03:13,74.62127800
